id_str,screen_name
16074611,Lakerfanalways
383313838,MiaoReport
9.49477E+17,ShenTruman
27704083,LindaCochran
9.36716E+17,DocsforTrump
8.80621E+17,toddwawee
8.22863E+17,diana_forslund
1656971863,JamesMagaKag
8.20715E+17,WoodOak1999
17906689,nlc5
2793152779,hein_terri
314800328,AndrewMassoud
27557058,Oznut
612543100,JohnPHorn
4258967354,AswellJane
7.84198E+17,KnuckleHead1920
9.25098E+17,canadiangirl49
544804996,evan_kasal
489966018,AEKouri
17330346,Janner99362
3406382380,StiffSharon
1634301577,PamKilby1
7.02619E+17,WalterAustin12
7.56257E+17,JerrySh25657848
8.06595E+17,Hahndo2
206962580,ElContador2000
70159071,dmmmsuspartan
197774694,shurtleffs
7.57904E+17,NondyK
44150380,mainlionsource
89143514,jimplemons
9.12195E+17,WilsonGeJR
9.25076E+17,MaryAnnforTrump
567917574,Diane_1024
875585665,bumpy1009
286394557,chazybenz
3946350903,markd_burgess
543826967,bhueny
4130473995,PernaKathy
2608026661,jberkowicz61
9.40067E+17,Raani39302199
1316946145,poordadjcu
525643309,CLLuomala
2464773584,Cmhogan473
16155881,petefrt
8.16067E+17,bashant_sr
2729443103,ventlynch
1014805117,KimdolynC
401534412,ShonnaU
51467573,robcflores
2798540808,bjd0994
26954615,Prettynickle
22570350,davidcherr
860753305,jwb_wen
250714727,CMarkMcKinley
7.09624E+17,Zippittt
521025390,just_zook
9.49435E+17,nepal_kora
227514598,marcijobe
885709849,theik60
8.80867E+17,objectivism83
2821675529,BaskerBob250
9.49437E+17,santiag71051357
370469008,excalgal
9.46231E+17,GrandmaD2017
40152695,harborboy00
44264513,skilbride
392912667,jkerr480
390166049,DanaLazechko
469582052,smitty195221
15122132,MichaelKritikos
9.34585E+17,TheQuinn6
2763007723,SweepsFox
8.2543E+17,majjost
9.49428E+17,Preston97275149
405228750,MarijoOsterink
7.54821E+17,RichardBraden7
2162132816,onondaga_ox
8.63155E+17,Wingerc6
270420651,roxshade
8.83514E+17,Laughster101
36388767,JKVW
332534485,BonnieSleek469
18479841,dizerjm
996376165,kwgnt
7.60185E+17,tonkuhsdad
51077441,val_wonders
144900421,KJBWV
2832024716,RavensAndOhs
214809011,joyfullana
193079626,DarKiska
556382322,HelenWa41549791
9.49415E+17,jadenelijah1
27753952,tjmh46
885318277,RobSaunders14
9.37504E+17,Lorpatt69
7.27342E+17,MichaelDunniga2
485457869,LindaKamble
4284214392,USA_Jedi
4376217917,jepeyerk
41693509,hekyljekyl
7.67497E+17,Nvehecnycrrcom1
4860470773,AmericaPotPie
3067661736,Barbara_Ann5
4335023794,Cozmo310
931374391,lizardman967
503852757,budzi21
19235165,klupson
1699996296,janaml1126
474545648,postalquilter
8.15572E+17,DoreneAmos1
8.03814E+17,WakikiMenace
380447821,mumteresa
2956321963,SusanPurdy5
1947616135,Betsyriley3m
90067084,salpsk
30801138,aaa48185
476117793,RoselovesEJ
9.41015E+17,nicknesi68
9.36665E+17,sabol_kim
311477102,bk00023
203950465,evrytngblnce
52566994,SheriffKem
255630820,jluke121
18616254,LilLucyLuv
7.88143E+17,pippincold
3950631563,edeannarb
831020839,VMcKilligan
24519823,IdeaChaser
8.75083E+17,RickG_78
2937923110,BeauchaineDonna
7.46077E+17,RyanCPalmieri
176658719,DMR1958
4533604662,mudyroot
250901235,RJFan13
33578370,sonny7047
408516370,JoshuaS_Barrett
9.47873E+17,Christlove017
420752781,LewyLeway
2166913761,kim_lakin
263868412,houstontimothy
9.27403E+17,DougLambUSA
36252052,HerbalGoddess
33570399,OBXRealty
9.4065E+17,RajivShahani84
627712209,axiom_8
7.83482E+17,Boomchica24
7.22739E+17,ronqillo_z
1139715866,AnnDeHaven
9.36405E+17,E16223583
30044524,trebsnikpoh
7.18267E+17,1patobello
8.22149E+17,stacycalder1
3060531516,The1septic
9.38131E+17,LadyAg2
48127933,geneperkins
34668342,WHOOPIPIE
1470295188,sdg543
2919546323,pszarol
700286457,joehos18
34067529,markweisberg
2724653698,LettieriNick
44539647,wynnng
926641795,PfischerFischer
839028132,Wordcatcher62
374550716,TrackGirl96
2268005748,rayandlisab
9.49384E+17,sarahdylanmusic
2360156628,WilliamsCathi
7.39606E+17,Trumpbot66
9.49383E+17,Minniem36887683
624311912,Emily_Holtyn
18789378,AdrianaStuijt
11320212,TheTomMiller
3396628042,hgrayRE
867038215,cbnoland
1887499500,jasonhnitschke
1027686181,julia_formentin
41447054,dustyjcantrell
7.98235E+17,JohnFleur2
346306384,karenkayrowe
7.56999E+17,SandraH53510413
606776804,DarHall1
442144722,ScottRzepkaNow
14836869,JackProffitt
229197183,MissUSA56
9.49378E+17,cookjam1jimmy
1958670348,tarosassociates
8.88656E+17,Hm56090688
69368179,blkvette
118115664,thealtercator
529859220,saangus
156064177,danielgardner1
2216552106,PloskonkaAgency
2813336336,bh_bethahewitt
8.22992E+17,AdamEdw73165341
229846341,Sterm26
8.70697E+17,Mags_Covefefe
9.24075E+17,ZacWomble
239244397,lightning7876
1193542532,OhWellWhatevr
8.38E+17,makcpk
316019518,Rob3399189
43157910,PamelaChaisson
1290462367,b_thompson90
2740295187,kmeadows61
7.99962E+17,PamRickelmann
798494736,laurieMAGA2020
521769607,StocksDiane
8.22102E+17,arlenebeing
9.23595E+17,truthbringer216
7.94038E+17,jeevankakasht
314183403,greb_dean
1646998182,SavvDaddy
1051052269,PilotChrisD
1073291702,NotoriousYim
1327767985,edbranum
2784708099,ltopp56
821904798,Lisalolaann
8.96145E+17,Eightofnine8
4885738474,HRCSuperVol
2488048044,DavidRea700
20344211,cavann49
1539972504,SinginGlynie
4237795179,ktmersereau
48428879,RBobrowski
104020085,jstevent729
8.45008E+17,pasha_republic
8.06945E+17,idasmakemard
1324709198,open_the_books
1093750315,Ellison2000
59644201,Aunt_Judie
72422085,knh1222
1452628867,Andie_chandler
578807151,ms_whiterice
484321899,mkay_d
414809193,ThonCindy
7.81603E+17,AttensionPay
389491753,KMarkNavarre
812031806,kenharb1
8.05282E+17,Lefty_McLibby
7.69144E+17,real_diamondg63
3952292056,kleind_d
490001266,Donbo74
16580203,tzylka
1555752901,willantrey
8.32152E+17,steve999122
8.62913E+17,DCruzakis
7.77653E+17,cathy121951
3364716815,CAImpactReps
1945541334,mailmanpatriot
38419677,smbasschaser
28878631,bbeaudo
9.10123E+17,Jetfixer2
364395892,ToxDocCSO
1864823586,johjhg
168144494,lrineer1
65795287,racindave88
7.53799E+17,asbar22
3035988183,Whole1now
4203083595,LiskeyMichelle
8.13734E+17,yomick88
807990690,km_kjm
3515425763,HallWhalla
3919018572,steved8358
8.82139E+17,PacificoVinnie
1436094056,patty450
8.37849E+17,SexyTrump3
1051118756,Julian_Hasse
8.13497E+17,etburton9453
26806173,owntheday16
316080118,rlbenney
952270340,BooDaddy9990
399579154,KevinFisher13
33930479,gramps97
9.106E+17,Tree90463594
8.25445E+17,TinaPerez131
2367966216,darthur111
8.0215E+17,VicktoryaD1967
733649864,shelphillips
27128325,liamusik
29785511,thewallyshow
92541351,TexasProud2016
898843536,treynolds1125
49463291,JamesDutra
4329747513,WeLoveTrump2020
382404548,MaryMcRudus
600687867,TheoE58
8.25046E+17,Kcmeyer6971
8.53354E+17,Springchicken17
31608505,Katg17
8.59572E+17,thom_hewlett
8.74006E+17,1_AngryPatriot
9.14862E+17,NtheGee
102404332,EngineerEagan
151252953,LemonjelloPete
7.29695E+17,Lawrenc19587700
787230632,Chap1247Bill
8.27368E+17,WWG1WGA
2497225081,KkSheReR
4740204617,supreembeing
7.25077E+17,solmartpropert1
2782569345,AnniecgA2J
1161449142,LainieF1
570425487,Tytan01
4432331,getovermyskis
250325221,ATrainHunker
317420516,JenWoodruff79
214339763,davkurtz
9.49362E+17,ElaineR78229688
2466886974,HorkeyJulie
76120180,Loriopp
4855044657,ZiffyKat
29594052,mdh117
50159849,Dwayne_GW
119168685,tbeaux29
365560022,Brian_S_King
532284786,omar_detroit
8.03596E+17,sharon_farin
8.31313E+17,PatrickAlanKel2
7.80426E+17,DeplorableYu
91247473,FWMCBigFoot
273722045,warrenrose
3424604459,AFWarrior12
299998301,KP_DWAG
7.77883E+17,HoneyinMd
7.13107E+17,fredbaumber
8.44634E+17,itsthehubb
9.01116E+17,realAL_GOP
8.0186E+17,Danavalcarter
25471823,Topher_Hagerman
2998311358,MikeThesealion
8.27298E+17,denn2017
7.92463E+17,FreeSample75
1651820090,Holdenum
48423427,JCS8888
25303187,RedCar2
219131992,Gods_JEDI
7.84768E+17,rbretthill
18457443,kjrita
2886704619,AnneNavyvet21
14625578,ShooterJD
523974427,spartanfan15
885854593,elaine_lazenby
382173236,merrychris61
21956127,YoungDonDraper
8.2395E+17,markssellers
2316380240,kztensace
803664858,OchsRudyo1
7.24239E+17,AlexWeiss71
8.9146E+17,Tingtru
23641518,donaldschulz
900680629,ToddLysinger
1011638198,mossoff
9.08782E+17,DavidMiller1676
2835072791,CorryTwin
725291221,angelakindel
8.16448E+17,pgreen4460
29063427,hazeleyes1024
124573597,Norton73rd
2770578363,RonnyStorm14
41797102,sdaardema
1880944639,hluplow
2564283464,SCPOUSNRET
18146005,chefroot
330532031,woodruffsue
132349883,philly2shoes
8.82759E+17,DanHbsn50
543379592,divesapper
120182414,Linds1AM
8.63452E+17,MaschoCharlotte
520077275,fromrobert
261048620,MDudley75
8.18108E+17,cohenjeff10
8.85705E+17,BillForMor
1355668020,CharlesKeranen
1478259486,76rooster
3132033159,KozlowskiJen
133688990,LovesFiber522
1479779870,caatimcandoit
8.17146E+17,wfl56
9.44263E+17,BrianFo21174245
72149853,jenifer1229
9.48233E+17,DSchi3of5
4888263063,Toughdonuts16
14363724,christian_young
8.3162E+17,MSwift50241672
7.83113E+17,Kimberlyannzun1
11615682,SperoNews
7.69912E+17,TDPD15
8.97579E+17,patberkopec1
21493536,B_Maverick_
2903893407,prettyout1
94690356,WaterlooFarmer
9.49349E+17,Desiree97284010
32618895,LynetteATarr
26746968,lastmk8
21483989,MoparJoe
52204794,MarkLGurley
723058855,wcwnWoTNA
1202587562,JimSimokovich
2591962880,glnicola1
1275485552,kevslisababy
115532552,lightness65
30920651,alpossibilities
27299375,LarryMalace
7.34837E+17,LisaDawn1983
18334737,oban1408
181521668,CrimsonBoomer
14533976,irvlesher
452414278,Jew3_
26867670,glaverdiere
2887550657,ArticiaBomer
31570676,GLENNCOBB
211611585,MZeke007
2249646678,SchuhDan
9.47223E+17,SLewisGriff
1082839633,brandsenbob
315336823,ItsMeWen24
7.55489E+17,ChristianLebutt
28249272,CandiusStearns
343806643,sab_mark
8.60198E+17,AVGiannetti
329975449,uttercents
42928944,teamalexis
398671536,MonicaSelina
7.16654E+17,Dan_Dolce
56187163,76warrior
19010749,PTAZGuy
8.20162E+17,dpre5ley
117896619,Yynotrock
7.71423E+17,adigreg10
238729549,rickrempel
319077286,BosioNivaldo
314016613,Roni_K_Patriot
15231267,RonandKatBecker
7.64845E+17,Tike_Liked_Ike
67738915,BBadger81
8.39092E+17,ASwedeSpeaks
4135376307,meldridge44
400239651,bcrabbe03
8.22499E+17,Randimamabear
4921087510,rl2613
49789702,AmyLambertLee
28992620,bobkiehl
187946019,4BuzzHart
628053834,LeeBYel
1851322364,moose_taz
119995912,dogrokket
1947235465,Mmoorefortruth
8.22624E+17,CBreasbois
43333924,bryankingery
21499947,litscmj
119140644,jwill027
21899643,AsilisArt
1549153124,laurasue28
8.38899E+17,eiznekcmc
37920262,justice9121
3861240795,AfghanWarVet1
41233451,NikkiProverbs31
33811812,betseyross
139037377,JanLennon1
2722748190,garychutePI
539490309,JimmyPrinceton
182731881,matthamn
8.20408E+17,the_solo_grind
9.25923E+17,redlegs_1
392493906,Momx4x6
7.60153E+17,SharonRovetto
255638025,luckyjen11
23175245,seattleSuze
612810553,LL_LaLonde
8.28632E+17,Jasonharpatriot
7.5946E+17,PabloPicapiedr7
20844696,rocknesmom
9.16465E+17,stampflydavid
1140513031,trumpets728
7.85833E+17,rammykiran1
526631672,Conservative55
471508034,auburntroy1974
8.2148E+17,SusanLFleming2
4277108967,JohnnySwedeNO1
602788174,Cjarcher1971
9.37757E+17,Dennisl68278929
2772179759,SweatyGrapes
9.36319E+17,SteveNail7
1113026047,ksmorris23
360959712,JackRodriguez4
43484842,jean_wean
9.31258E+17,CocoaMonoi
7.85175E+17,DeplorableinCT
3314518398,ipas_4all
1360663496,shomysho2
7.50403E+17,Terry24698651
4874528068,PRButterfly007
8.10575E+17,dethroned69
841725318,Lrhart12Linda
7.25337E+17,MartinezChance1
22711290,3rdQuarterWeis
7.19092E+17,vix_en_babe
2600552214,hackbo95
2974892867,DavidGo3880
63137367,CrJohnQ
911081444,nywxupdates
1905904183,notxxbob
9.28769E+17,lorie_moorhead
114510793,mvthree
373525630,fuzzbish
28238229,Sailboat31
9.4442E+17,reformed_gop
9.27279E+17,MadreBoyles
8.7751E+17,InvictusManeoTX
9.14256E+17,robert_trosin
56103720,C300C
43456808,BarryDotUS
8.76448E+17,ShawnMc56440918
242369679,sjpmcintyre
7.4886E+17,usaforyoubruv
8.23273E+17,annenorthcutt1
20714153,Bexitime
2390858749,kellyrae2723
7.03633E+17,brian_hoeksema
7.69004E+17,jsftennis
483432623,BobsueMiller
4912169078,Mr_NorthAmerica
9.49313E+17,NewtonsRoad
330463556,popAcap05
2257157090,rogerleeb
211902218,UnionGOP
3247965726,denlusk13
230734123,KT1rulz
505321652,StruxMel
89490661,mymac24
8.22805E+17,LSchneerer
8.69904E+17,tool_grinder
2908765441,adehmig
9.20289E+17,Donna50991751
8.25016E+17,Bvillian74
54558534,MolonAnnie
7.05427E+17,AIllinoi
461325340,WinningBadger
7.85985E+17,Deplorablerenee
443058686,BillZorzy
8.99155E+17,YinCanTwit
35150372,RobbHinojosa
9.46401E+17,Tim82365
7.96815E+17,grizzlyman75
8.97152E+17,jerimy1981
1734882956,sharontheil
917286828,Barta57
7.11035E+17,RitariCatherine
2730127984,SpookyG8tr
8.01598E+17,Coach_WilliamsM
8.42451E+17,my2pugsrock
3425978494,GlenWMclaughli1
294484059,life_elevated
8.15054E+17,thistle_al
9.1607E+17,Sheila42414249
15723037,lorihoeksema
7.17178E+17,adamrea15
552636580,veronica_reece
7.68163E+17,daveadler7
7.57769E+17,aafong702
526704399,4markenergy
8.17357E+17,winwithlynnie
8.24328E+17,BernadetteEnri9
9.49308E+17,AustinW78217830
8.82435E+17,JohnPedosta666
22952649,tellmequick
3000761643,cathylguido
860566802,GW_Gray
788090708,SharonRemund
7.86575E+17,DanielTheFactor
444197859,RealJohnSandor
8.81165E+17,Nietzscherocked
436082789,MSpanL
7.63381E+17,Erieislandlady
4441674975,DynamicNew
528966466,DaleBauer1
2402241228,TomCarterforMS
1716744762,lisa756craig
2467265258,Atuiolosega
8.52347E+17,houdinigeorge
33904581,dfal182
8.20895E+17,RealPPerreault
45587497,paulschommer
1918624880,_arthurjamesjr
9.39598E+17,Prayzster
8.08814E+17,kerridoll1
14813068,Nancymkq
3500178075,TrumpFixAmerica
1336685677,debster0701
519668513,JamesBlazsik
2764999026,Marcia4MoVal
242560374,JackieLee51
23967078,fabskin
1579422157,NYGosselin
611300843,FunInGeorgia
8.81056E+17,RonaldLorenzen1
8.36565E+17,LuigiVercottiJr
7.96336E+17,Cuban_Moose
8.25823E+17,LibertyForAll77
21670104,TheresaGa
62561812,bkingbking
24535552,revansCAAD8
808014258,ConservativeGM
21669228,AKobs
7.86042E+17,Richwillis6
9.40641E+17,Deplored_Sloth
7.97494E+17,TTafini
7.05553E+17,SFGKCG
219000292,LMP4USA
8.26749E+17,chemsealer
8.77861E+17,RightCrossLife
347076448,garycrunk
1223969468,dragon_wingz
892198874,kagal0816
441183450,notgroupthink
1586319547,nancycarolart
8.67792E+17,CharlieSeeks
370470702,RWSapper
7.85245E+17,MaryEliz843
717937938,BoriquaGoddess
2165834971,LHMiller51
9.49302E+17,ZawistowskiTodd
9.49131E+17,jmund33
24834809,rjtackett
185248327,shaggypapajoe
9.49267E+17,Bri18412747
7.84887E+17,angie_wins
148747173,heatherdawn531
9.49184E+17,Jake_maldonado4
253225421,senftours
9.49154E+17,reyhancomak287
9.49146E+17,ceyhunelmas204
8.32782E+17,zargani71
9.49131E+17,AlwaysPuraVida
34367582,TimRunsHisMouth
7.67424E+17,VotingFemaIe
3028902445,Mark_D_McDonald
124182468,justmebeingme32
62051547,brianp_24
201412494,JJT13
8.86375E+17,STBurrows244
176135891,M_Ziegler23
15035334,Dan_Ivy
860691823,LOYALtoTRUMP
7.3229E+17,fildo1976
38439046,jcoil
4921131543,smGOPMillennial
8.74705E+17,Michele45500750
7.76495E+17,EdmandsFESLN
3991590303,sherikay823
9.15352E+17,Phil_KennyJr
255734349,ARC4Freedom
344933560,MelissaCutlip
9.02605E+17,_Sbenitez
9.30528E+17,m_dempseyWFA
1385786317,Freestyle_Piano
9.48984E+17,TusiimeAbraham
9.48976E+17,SandburgAndy
43888154,JCanen
8.99756E+17,kirk20172018
24442458,JoeBurns46
9.30212E+17,greghv63
747302761,SOttenbacher
16824117,ThRealMrWendell
2883658972,NoahNycholas
36547009,atppatriot
9.488E+17,RosssJohn
9.48799E+17,isabelmmoore12
260818171,intaxicatedblog
289112408,proudRN
7.56327E+17,libertarianQN
7.20315E+17,Boudog88
9.48292E+17,BlackConserve
9.48745E+17,ellie_okay
7.09083E+17,dmill1289
9.48734E+17,KnicksPlayergm
1853272405,gbeach2106
9.465E+17,Ernie86616827
823576736,SheilaPriemer
9.48707E+17,HgirMSyou2016
9.48704E+17,jaylussac123452
9.48695E+17,whiskers2121
170716826,PatriotJenn
9.4865E+17,lakay2230
9.48616E+17,BalzicM
2232050954,227286
9.48592E+17,LubbersTatum
9.01625E+17,scottbehm3
9.48571E+17,Pickerd4
9.48269E+17,TJohnso43429365
9.47983E+17,Gavinintheusa
3033782885,rlw1130
9.37531E+17,1LEFFEL
9.48489E+17,cathy36097295
9.10666E+17,real45fan
9.48467E+17,OilQuadra
9.48455E+17,Elena85781407
9.48429E+17,Offical_Zk1
494467659,derek_hobson
9.48426E+17,notkevindooody
8.45764E+17,Francis22085277
9.48416E+17,Kathy39494724
1092607562,noelleeriley
9.48395E+17,SkeeDinski
9.48387E+17,JessieVaz2022
8.91259E+17,johnjef6
7.82833E+17,lonely_planet_8
9.47706E+17,Heavenmyeia
8.17441E+17,Charles42034903
44072668,birdofpray374
2296023296,NickSSantucci
40456138,rag_man72
9.48327E+17,KellieA02509731
7.29196E+17,America_First25
7.93166E+17,EWGross3
9.48321E+17,sharonlegato1
2213046199,country_dirt
1594537363,dlev89
30449971,fbag_mag
8.81541E+17,DanielS44270029
304210535,guybo21
3013758812,Unichmorewine
9.48286E+17,thenetwork211
9.48279E+17,Najma41081985
9.48272E+17,skrose17
9.48268E+17,I6BXIc3vCY1DfE5
943293199,BRC318
9.48243E+17,KingKymoni
9.48224E+17,tanels6
7.53337E+17,rosshatley
4566037482,Eduardo46854198
9.48071E+17,comfyflocat
475357216,SpartyOn1979
9.47982E+17,FoxFoxtrot443
9.47959E+17,Kiryna3
16384523,NeilAhrens
7.04994E+17,RDoucetteUS
9.47938E+17,sheblymo
9.47937E+17,AlyGalluph5
2220615421,buz_dan
9.47922E+17,John97578742
635015966,StephenRubySr
9.47907E+17,ShufflersViet
3118705906,joshgremillion
7.60926E+17,scully_18
9.47887E+17,Gaylord29431908
9.47861E+17,aidyn_2001
3177321833,AndersMeme
9.47808E+17,carliscarlos60
8.39806E+17,billymidermix
8.30058E+17,Kristabelle0211
9.47742E+17,dsafas54116415
9.47721E+17,noob_noobis
9.47716E+17,Christi40223124
9.09174E+17,DebBoonstra
9.4767E+17,lanejr723730
8.10999E+17,neonlowrider
7.81593E+17,CallingJen
9.18918E+17,MarkRic16685387
14737491,dc_chronicle
8.38176E+17,ShareseBeasley3
9.14263E+17,nBbjB11ZLSTpiio
166751745,RyanAFournier
1613946714,royalbizsvcs
7.05887E+17,josh_ryan_g
366723443,SuperFlyTY11
8.1718E+17,AR__US
3232937880,rftrustman
9.47506E+17,Michael78374644
9.47486E+17,Johnsmi59474406
9.47478E+17,twomarehee
8.76028E+17,viktor_gjonaj
700467252,GreenJay4
9.47466E+17,dumpsterpup
2355767125,JimStreu
9.44854E+17,dkkargela2
393499647,Hersheybc
9.4744E+17,Deborah33351529
190634154,Jeffg11
9.47399E+17,HeidAndSeek14
80218612,FROVARP
9.47385E+17,RateGreat
7.69953E+17,ElvisisaliveTCB
9.47331E+17,CeceMost
9.47323E+17,Victor21437581
1216564957,colton_j_gibson
403605301,BryceImhoff
2151079669,MatthewRD21
411909800,thomason_daniel
2822472362,mardencfm
3189979417,ruanurd
9.4728E+17,sansisthebest65
3552285922,benbawazir
9.47268E+17,LeeBluntson
9.4725E+17,shitJKCsays
8.05759E+17,fevaslo
9.47242E+17,solar_slim
9.47237E+17,DavidGr95332725
9.4723E+17,DavidGr42451860
37404757,Korban35
9.47208E+17,Randy97778240
769328738,GregCoulter3
7.76098E+17,mooneyjc
9.47172E+17,downbren
9.31348E+17,Trustdaplan76er
9.4641E+17,bascunana_perez
373490638,suevandek
8.36588E+17,japanking001
19674091,aksdetroit
158127020,bschamp
929863172,tlamy250
8.40686E+17,Miranda62412220
9.47057E+17,Seneca16220761
429947998,Views1655
7.14624E+17,sg6986
9.46964E+17,lvaroGodoy3
9.46944E+17,LisaNay11
9.46944E+17,LeeRoyJanks
9.46911E+17,mayralopez408
9.46895E+17,markgwc2
9.469E+17,Jersey73138939
3946915763,BigBluetn65
7.39541E+17,R98250729
9.34568E+17,forwardgop
2221785374,joemerrill1958
600492949,thereal160
169373699,DsplcdSuthrnBel
4325950277,BlakeDorion
9.46816E+17,shawnmo71894217
39628743,mattkoehn10
9.46805E+17,thefour910
9.46808E+17,johnmat81297365
20265591,sugarmagnani
8.76198E+17,DeepStateMovie
9.46619E+17,Sleazywave21
592730371,JackPosobiec
8.2083E+17,BasketRoom
1122405895,RamiRKhoury1
9.46521E+17,ChadTho87195976
9.4649E+17,Katie_Shaheen8
7.39884E+17,Phillipab12
9.29401E+17,RonMackaySR
96064127,joshlatocki
9.46261E+17,trey3_x
9.33715E+17,reallyoldamy
275007966,UpNorthGirl231
9.46204E+17,Liyah_98
9.46191E+17,Delayja2
963138654,MattBersano
9.46131E+17,G91236302
2246233806,JaneAnnBenson
7.73713E+17,41Abbie
9.46089E+17,joyfulsart
9.43954E+17,4kidsandcountry
15104392,mxxxxxxxx10
9.4605E+17,jamescagler
244147208,TomNShepard
37367443,ggoodness56
2467596080,CraigMortz
14254881,jperuski
21274393,brenzachip
9.176E+17,TruthSerum888
1461072902,mgorzenski
204792684,HiltyBob
35641345,ayyy_kay
9.45853E+17,mrstlewypga
4519278753,OCriblecoblis
232901331,dbongino
117464175,NorCalMizFit
9.45824E+17,Calebpickerd22
8.20713E+17,Silvertips78
849342841,RealTrump2020_
969257581,notredameforeve
100661753,JohnBosek
7.51269E+17,RonD20
8.86782E+17,Farney_2036
7.58124E+17,KurtSchingoethe
2909351658,margreet_29
9.28794E+17,MadalynMooreMI
9.45746E+17,Mikeee2030
9.45727E+17,Ellieiscringe1
9.35404E+17,mikecocapepsi
539511146,mattbbs3
157339799,Giotherm
9.45705E+17,BrabowMichael
9.45701E+17,aubrey24124
9.45654E+17,TellierAndrea
437165805,Mary_Mack67
9.41741E+17,Bryanmath81
2239834826,ElhamGhazi
84172342,anupamnarula
3307713694,PTekach
1128136518,DanDetroit2013
9.45345E+17,Princessdusey
8.47763E+17,deplorableKor
9.45039E+17,Russell70493596
9.45162E+17,patricdelaney
9.45146E+17,Gigihad04288312
9.45144E+17,Jiahuizzz_m
9.45118E+17,jeremy_hubbell
9.4509E+17,DickieNickle78
9.45043E+17,TOrtsua
8.05506E+17,Rod7376
8.96887E+17,chris_kojaian
9.2732E+17,andrevictor_df
487052686,mgi_scot
509509202,Howie682
9.44919E+17,smith_satoshi
139386779,mkmwilliams
32513779,darbabes
7.57271E+17,LewisHa77
49452254,happydad62
9.44745E+17,AndersonDeontra
8.06257E+17,MART66S1
9.34177E+17,NickReidy29
4644353292,OFD_NEPatsfan
104142295,jasonrobinson74
105246842,phh63
3073727052,SHHakes
47061232,Golfman072
7.04697E+17,mou_designer
247842830,remzicavdar
304745998,denvernight
9.39944E+17,MPatt43
887735964,kyle_kelts
400480272,geoffrey_koch
4869132681,Tcrist67
9.44555E+17,Mas19771952
8.88097E+17,FlintMITruth
9.44446E+17,Vinson_Cheng_11
9.44446E+17,MikeyLiuJohn
9.44445E+17,NickTian_198898
9.44445E+17,DannyDJLiu
9.44432E+17,Isaiah76526901
9.44419E+17,deandre_frazier
1499679518,007Bish
9.44378E+17,hahahah36571275
198848826,L_roundtable
3260791465,LETSENDCORRUPTN
2228976068,ecrtwright1
9.4433E+17,AlzaidiRafid
9.44322E+17,abrahamtusiimew
84872070,rowdymutt
9.44261E+17,bestdefined
9.17112E+17,zjohn222
9.44092E+17,Isaiah63177810
9.44065E+17,Ttt07094012
2831261958,salam_fouj
9.44062E+17,GracesList
54522762,dkwolf
9.44035E+17,brandon59570441
491481027,OCP_Rule
9.32736E+17,Trent_Naismith
918936626,ryaneps
2763112238,Knighthawks_Fan
8.07278E+17,PubliusCulper
173612392,AYEEBLAZEE22
9.43722E+17,OuzeliH
272507482,sjboleski
9.43808E+17,KATAKAMI2018
19141379,growingaway
3316868654,teamcombover16
8.35592E+17,TimGleisner
9.43707E+17,RyanVolleyballL
9.43699E+17,roussmat
9.43692E+17,ThePuglyGamer_T
9.4369E+17,Fghh95275030
8.06143E+17,RakJrak
9.43673E+17,Johnjohn_122
9.43672E+17,juliajenson23
9.43663E+17,kaqqaroo
9.43636E+17,LIlDRExTDG
2937402657,TimCarey87
9.43606E+17,DizNickonYa10
9.43597E+17,CandyLandDaddy
9.43596E+17,SinBadDad
9.43595E+17,LoliconBon
9.43578E+17,MegaSimarmataMS
755994835,GojgreenJim
969536354,JTBurghProud
265810072,W8RIT
123538513,lcstrube
9.43566E+17,samanthasumms
9.43557E+17,mpgrimesesq3
8.85262E+17,JonOostindie
36662024,KLSPG001
7.74383E+17,arbuluod
9.43548E+17,David_Liu199
9.43548E+17,WangtheBestFeli
8.17963E+17,KristinKozma
9.43535E+17,Joney63948981
8.79118E+17,PrayingforUsa
238433645,ChrissySwartz
2684848109,Erick_O_524
9.43516E+17,Misty_Galant
9.43509E+17,Christa60693747
7.18164E+17,GaryPurcell5
8.23552E+17,CarrieBertch
117922726,DaxFournier
9.28812E+17,Chevymichelin
794592223,JG3233
8.95708E+17,larpmjt
35786037,vinibandeira
8.28394E+17,lbconcerned
270513794,Munkie1985
191006033,outforbeer
1965774102,PhoytP
9.41537E+17,Farehunder1
9.43369E+17,Tian_Christoffe
9.43368E+17,YenChen091887
9.43368E+17,AllenTian1988
9.43367E+17,JohnJohnLin11
9.4335E+17,annasol84675832
9.15062E+17,JessieCourtrig1
374865639,pdharmayani
8.22629E+17,GreyDemsky
333761128,CaitGalla
138118545,lendro2288
2384166193,walhkerboh
7.98724E+17,chicorysky1
8.67911E+17,DrewP542
47469900,mwfsu
7.89539E+17,AveryLuiz
8.83815E+17,jds278602
9.13047E+17,Pinstripe59
1629006834,3jjj2gg
2402430361,JumbleBee5
2163393384,BogojevskiMarko
9.43309E+17,AnynAll
9.43305E+17,harisjavedtw
259001548,kayleighmcenany
9.43303E+17,Sasha83889922
2165088661,randyMSU
9.43271E+17,jajjhahajs
9.43269E+17,FightCityArt
9.4326E+17,AlexusHoward6
9.43257E+17,JeffreyCarlBro1
9.43255E+17,gatoNegro_exe
137864630,kahakou11
9.43244E+17,Leviastop
9.43244E+17,WeiHanLee1989
9.43239E+17,senpaiha
